country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Croatia,9.17,,,,,8.26,,,,,8.88,,,,,10.3,,,,,11.9,,,,,12.5,,,,,11.3,,,,,11,,,,,13.9,,,,,16.5,,,,,18.3,,,,,18.3,,,,,20.2,,,,,22.4,,,,,24.6,,,,,26.5,,,,,27.7,,,,,29.3,,,,,31,,,,,32.7,,,,,34.1,,,,,34.9,,,,,35.8,,,,,35.9,,,,,36.6,,,,,37,,,,,37.2,,,,,37.1,,,,,37.1,,,,,37.1,,,,,37.2
Cuba,6.8,,,,,6.79,,,,,7.26,,,,,8.02,,,,,8.58,,,,,9.08,,,,,9.44,,,,,9.61,,,,,11.4,,,,,11.9,,,,,12.9,,,,,14.3,,,,,16.1,,,,,18.3,,,,,20.4,,,,,25,,,,,29.4,,,,,33.1,,,,,34.1,,,,,34.9,,,,,36.6,,,,,37.5,,,,,37.9,,,,,37.7,,,,,37.4,,,,,37.7,,,,,38.1,,,,,38.4,,,,,38.5,,,,,38.6,,,,,38.8
Cyprus,8.39,,,,,9.04,,,,,8.57,,,,,8.86,,,,,11.7,,,,,11.1,,,,,10.5,,,,,10.7,,,,,12.2,,,,,12.5,,,,,12.7,,,,,13.5,,,,,14.9,,,,,16.4,,,,,18.4,,,,,20.5,,,,,22.3,,,,,24.1,,,,,26.1,,,,,28.2,,,,,30.6,,,,,32.6,,,,,34.6,,,,,36,,,,,36.8,,,,,37.4,,,,,37.7,,,,,37.7,,,,,37.6,,,,,37.6,,,,,37.7
Czech Republic,10.3,,,,,10.4,,,,,11.5,,,,,13.1,,,,,14.6,,,,,15.1,,,,,12.6,,,,,13.2,,,,,14.7,,,,,14.8,,,,,15,,,,,16.8,,,,,19.4,,,,,21.9,,,,,23.3,,,,,24.6,,,,,26.1,,,,,28.9,,,,,32.1,,,,,33.7,,,,,34.9,,,,,35.3,,,,,34.1,,,,,33.2,,,,,33.2,,,,,33.3,,,,,33.5,,,,,33.7,,,,,33.8,,,,,33.9,,,,,34.2
Denmark,11.6,,,,,12.3,,,,,13,,,,,13.6,,,,,14.3,,,,,14.9,,,,,15.2,,,,,15.6,,,,,17.7,,,,,17.2,,,,,17.5,,,,,19.3,,,,,21.6,,,,,23.2,,,,,24.7,,,,,26.4,,,,,28.1,,,,,28.7,,,,,28.9,,,,,28.6,,,,,28.9,,,,,29.9,,,,,30.6,,,,,30.9,,,,,31.5,,,,,31.6,,,,,31.9,,,,,32.4,,,,,33,,,,,33.5,,,,,34
Djibouti,3.03,,,,,3.28,,,,,3.47,,,,,3.5,,,,,3.52,,,,,3.53,,,,,3.33,,,,,3.52,,,,,3.83,,,,,4.13,,,,,4.43,,,,,4.86,,,,,5.4,,,,,5.73,,,,,6.53,,,,,7.67,,,,,8.73,,,,,9.81,,,,,11.3,,,,,12.7,,,,,14.8,,,,,16.7,,,,,18.3,,,,,19.6,,,,,20.5,,,,,21.3,,,,,22.1,,,,,22.9,,,,,23.6,,,,,24.2,,,,,24.7
Dominican Republic,4.19,,,,,4.09,,,,,4.04,,,,,4.05,,,,,4.16,,,,,4.39,,,,,4.73,,,,,5.17,,,,,6.2,,,,,6.87,,,,,7.47,,,,,7.85,,,,,8.41,,,,,9.33,,,,,10.6,,,,,12,,,,,13.4,,,,,14.8,,,,,16.2,,,,,17.8,,,,,19.6,,,,,21.4,,,,,23.2,,,,,25,,,,,27,,,,,28.9,,,,,30.6,,,,,32.1,,,,,33.4,,,,,34.5,,,,,35.5
Ecuador,6.9,,,,,6.4,,,,,5.96,,,,,5.67,,,,,5.39,,,,,5.26,,,,,5.14,,,,,5.14,,,,,5.9,,,,,6.27,,,,,6.79,,,,,7.52,,,,,8.14,,,,,9.31,,,,,10.6,,,,,12.1,,,,,13.6,,,,,15.2,,,,,16.9,,,,,18.6,,,,,20.5,,,,,22.4,,,,,24.3,,,,,25.9,,,,,27.6,,,,,29.2,,,,,30.7,,,,,32,,,,,33.2,,,,,34.3,,,,,35.2
Egypt,4.58,,,,,4.97,,,,,5.18,,,,,5.29,,,,,5.36,,,,,5.47,,,,,5.51,,,,,5.61,,,,,6.16,,,,,6.32,,,,,6.34,,,,,6.2,,,,,6.68,,,,,6.95,,,,,7.5,,,,,8.22,,,,,8.99,,,,,9.89,,,,,11.2,,,,,12.7,,,,,14.2,,,,,15.1,,,,,15.6,,,,,16.2,,,,,17.2,,,,,19.2,,,,,20.9,,,,,22.3,,,,,23.6,,,,,24.9,,,,,26.5
El Salvador,5.49,,,,,4.77,,,,,4.51,,,,,4.41,,,,,4.36,,,,,4.41,,,,,4.66,,,,,5.13,,,,,6.16,,,,,6.91,,,,,7.8,,,,,8.63,,,,,9.35,,,,,10.2,,,,,10.9,,,,,11.8,,,,,12.8,,,,,13.9,,,,,15.2,,,,,16.5,,,,,18.3,,,,,21.3,,,,,24.6,,,,,27,,,,,29.2,,,,,31.1,,,,,33,,,,,34.7,,,,,35.9,,,,,36.8,,,,,37.4
Equatorial Guinea,8.12,,,,,7.48,,,,,7.03,,,,,6.5,,,,,6.09,,,,,5.94,,,,,5.86,,,,,5.72,,,,,5.97,,,,,5.75,,,,,5.28,,,,,4.83,,,,,4.36,,,,,4.13,,,,,3.73,,,,,3.48,,,,,3.69,,,,,3.82,,,,,4.02,,,,,4.87,,,,,6.76,,,,,9.25,,,,,11.7,,,,,13.5,,,,,15,,,,,16.1,,,,,17.2,,,,,18.2,,,,,19.3,,,,,20.5,,,,,21.8
Eritrea,4.38,,,,,3.99,,,,,3.73,,,,,3.58,,,,,3.56,,,,,3.62,,,,,3.73,,,,,3.86,,,,,4.25,,,,,4.8,,,,,5.11,,,,,5.12,,,,,5.18,,,,,4.92,,,,,4.76,,,,,4.66,,,,,4.65,,,,,4.87,,,,,5.7,,,,,7.11,,,,,8.55,,,,,9.54,,,,,10.5,,,,,12,,,,,13.7,,,,,15.4,,,,,16.9,,,,,18.4,,,,,19.9,,,,,21.5,,,,,23.2
Estonia,9.78,,,,,9.45,,,,,10.2,,,,,10.7,,,,,11.1,,,,,11.3,,,,,10.2,,,,,9.96,,,,,12.4,,,,,14.4,,,,,16,,,,,16.7,,,,,17.7,,,,,19.4,,,,,21.2,,,,,23.1,,,,,24.5,,,,,26.6,,,,,28.5,,,,,30.5,,,,,32.9,,,,,33.5,,,,,32.4,,,,,31.9,,,,,32.7,,,,,33,,,,,33.4,,,,,33.7,,,,,33.8,,,,,33.9,,,,,34.2
Ethiopia,3.9,,,,,3.62,,,,,3.46,,,,,3.71,,,,,3.93,,,,,4.05,,,,,4.58,,,,,4.38,,,,,4.81,,,,,4.99,,,,,4.71,,,,,4.68,,,,,4.84,,,,,4.9,,,,,4.98,,,,,5.1,,,,,5.48,,,,,6.13,,,,,6.86,,,,,7.9,,,,,9.13,,,,,10.8,,,,,12.9,,,,,14.9,,,,,16.7,,,,,18.6,,,,,20.4,,,,,22.2,,,,,23.9,,,,,25.5,,,,,27
Fiji,5.23,,,,,3.82,,,,,3.92,,,,,3.47,,,,,3.69,,,,,4.11,,,,,4.22,,,,,4.27,,,,,4.69,,,,,4.74,,,,,5.22,,,,,6.5,,,,,7.4,,,,,8.53,,,,,10,,,,,11.5,,,,,12.4,,,,,13,,,,,14.1,,,,,15.5,,,,,16.6,,,,,17.8,,,,,18.7,,,,,19.9,,,,,21.6,,,,,23.3,,,,,24.8,,,,,26,,,,,27.2,,,,,28.4,,,,,29.6
Finland,7.77,,,,,7.91,,,,,8.54,,,,,9.51,,,,,10.8,,,,,11.6,,,,,11.7,,,,,12.2,,,,,14.7,,,,,15.5,,,,,16.7,,,,,18.5,,,,,22.1,,,,,24.6,,,,,26.4,,,,,28,,,,,28.8,,,,,28.8,,,,,29.1,,,,,29.5,,,,,29.9,,,,,30.6,,,,,30.9,,,,,31.1,,,,,31.7,,,,,32.2,,,,,32.8,,,,,33.3,,,,,33.8,,,,,34.3,,,,,34.8
France,12.5,,,,,11.8,,,,,12.2,,,,,13.1,,,,,13.6,,,,,13.9,,,,,12.3,,,,,13.3,,,,,16.3,,,,,17.5,,,,,18,,,,,18.5,,,,,20.8,,,,,22.8,,,,,24.5,,,,,26.2,,,,,27.7,,,,,28.9,,,,,29.3,,,,,29.6,,,,,29.9,,,,,29.9,,,,,30.1,,,,,30.6,,,,,31.2,,,,,31.7,,,,,32.2,,,,,32.6,,,,,33.1,,,,,33.6,,,,,34.1
Gabon,9.66,,,,,9.44,,,,,9.27,,,,,8.97,,,,,8.62,,,,,8.31,,,,,7.93,,,,,7.53,,,,,7.97,,,,,7.7,,,,,7.32,,,,,6.81,,,,,6.22,,,,,5.8,,,,,5.92,,,,,6.44,,,,,7.45,,,,,8.81,,,,,10.4,,,,,12,,,,,13.3,,,,,14.2,,,,,14.8,,,,,15.4,,,,,16.4,,,,,17.9,,,,,19.4,,,,,20.7,,,,,21.9,,,,,23,,,,,24.2
Gambia,4.21,,,,,3.88,,,,,3.87,,,,,4.42,,,,,4.86,,,,,5.04,,,,,5.06,,,,,4.8,,,,,4.4,,,,,4.38,,,,,4.3,,,,,4.19,,,,,3.95,,,,,3.91,,,,,3.94,,,,,4.01,,,,,4.21,,,,,4.33,,,,,4.73,,,,,5.24,,,,,5.77,,,,,6.44,,,,,7.3,,,,,8.33,,,,,9.49,,,,,10.8,,,,,12,,,,,13.3,,,,,14.5,,,,,15.7,,,,,16.8
Georgia,12.8,,,,,11.5,,,,,9.85,,,,,8.89,,,,,8.44,,,,,8.63,,,,,8.25,,,,,8.47,,,,,11.9,,,,,13.4,,,,,15.6,,,,,15.5,,,,,15.7,,,,,16.7,,,,,17.9,,,,,19.5,,,,,20.3,,,,,21.4,,,,,22.4,,,,,23.3,,,,,24.7,,,,,25.9,,,,,26.2,,,,,26,,,,,27,,,,,28.8,,,,,30.2,,,,,30.9,,,,,31.4,,,,,31.8,,,,,32.4
Germany,12.9,,,,,13.1,,,,,13.8,,,,,14.7,,,,,15.1,,,,,15,,,,,13.2,,,,,12.8,,,,,15.7,,,,,16.9,,,,,19.8,,,,,21.9,,,,,23.4,,,,,24.9,,,,,27,,,,,30.1,,,,,32.9,,,,,33.7,,,,,34.2,,,,,35,,,,,36,,,,,36.4,,,,,36.5,,,,,36.3,,,,,36.1,,,,,36.1,,,,,36.2,,,,,36.6,,,,,36.9,,,,,37.1,,,,,37.4
Ghana,3.64,,,,,3.63,,,,,3.67,,,,,3.71,,,,,3.76,,,,,3.81,,,,,3.87,,,,,3.94,,,,,4.22,,,,,4.52,,,,,4.56,,,,,4.77,,,,,4.9,,,,,4.83,,,,,5.04,,,,,5.43,,,,,5.98,,,,,6.57,,,,,7.22,,,,,7.95,,,,,8.77,,,,,9.66,,,,,10.6,,,,,11.4,,,,,12.4,,,,,13.6,,,,,14.6,,,,,15.6,,,,,16.5,,,,,17.5,,,,,18.5
Greece,8.07,,,,,8.06,,,,,8.56,,,,,9.7,,,,,12.8,,,,,13.5,,,,,13.3,,,,,13.7,,,,,17.6,,,,,18.9,,,,,19.9,,,,,20.7,,,,,22,,,,,23.5,,,,,25.4,,,,,27.7,,,,,30.9,,,,,34,,,,,37,,,,,39.2,,,,,39.7,,,,,39.8,,,,,39.8,,,,,39.7,,,,,40.2,,,,,40.2,,,,,39.8,,,,,39.3,,,,,39,,,,,39,,,,,39.1
Grenada,5.03,,,,,5.26,,,,,5.65,,,,,5.54,,,,,5.98,,,,,6.88,,,,,7.56,,,,,6.22,,,,,9.4,,,,,8.27,,,,,8.54,,,,,8.14,,,,,8.07,,,,,8.85,,,,,9.99,,,,,11.9,,,,,12.8,,,,,14.3,,,,,16.1,,,,,19.3,,,,,23.4,,,,,26,,,,,27.9,,,,,29,,,,,30.5,,,,,32.5,,,,,34.6,,,,,36.2,,,,,37.2,,,,,37.8,,,,,38.6
Guatemala,3.9,,,,,3.87,,,,,3.93,,,,,4.01,,,,,3.97,,,,,4.06,,,,,4.21,,,,,4.51,,,,,5.26,,,,,5.46,,,,,5.58,,,,,5.61,,,,,5.66,,,,,6.1,,,,,6.5,,,,,6.88,,,,,7.46,,,,,8.38,,,,,9.77,,,,,11.6,,,,,13.6,,,,,15.9,,,,,18.5,,,,,21,,,,,23,,,,,24.9,,,,,26.7,,,,,28.3,,,,,29.8,,,,,31.1,,,,,32.3
Guinea,7.93,,,,,6.29,,,,,5.39,,,,,5.03,,,,,4.93,,,,,4.95,,,,,4.97,,,,,4.96,,,,,5.15,,,,,5.11,,,,,4.96,,,,,4.75,,,,,4.59,,,,,4.78,,,,,4.94,,,,,5.08,,,,,5.22,,,,,5.47,,,,,5.88,,,,,6.45,,,,,7.2,,,,,8.1,,,,,9.09,,,,,10.2,,,,,11.3,,,,,12.5,,,,,13.8,,,,,15.1,,,,,16.4,,,,,17.8,,,,,19.2
Guinea-Bissau,4.85,,,,,4.39,,,,,4.42,,,,,4.49,,,,,4.97,,,,,5.45,,,,,5.01,,,,,4.71,,,,,4.55,,,,,4.22,,,,,4.06,,,,,4.11,,,,,4.11,,,,,4.37,,,,,4.47,,,,,4.61,,,,,4.82,,,,,5.27,,,,,5.8,,,,,6.6,,,,,7.48,,,,,8.36,,,,,9.14,,,,,9.91,,,,,10.8,,,,,11.9,,,,,13,,,,,13.9,,,,,14.9,,,,,15.9,,,,,16.9
Guyana,4.94,,,,,4.72,,,,,4.43,,,,,4.52,,,,,4.68,,,,,4.77,,,,,4.89,,,,,4.45,,,,,5.55,,,,,5.44,,,,,5.67,,,,,5.61,,,,,6.7,,,,,7.46,,,,,8.83,,,,,10.2,,,,,11.7,,,,,12.9,,,,,13.8,,,,,14,,,,,13.7,,,,,16,,,,,18.6,,,,,20.6,,,,,21.6,,,,,22.6,,,,,23.7,,,,,24.6,,,,,25.6,,,,,26.4,,,,,27.1
Haiti,4.61,,,,,4.48,,,,,4.75,,,,,5.17,,,,,5.47,,,,,5.7,,,,,5.69,,,,,5.46,,,,,5.72,,,,,5.69,,,,,5.78,,,,,5.92,,,,,5.94,,,,,6.45,,,,,7.06,,,,,7.81,,,,,8.56,,,,,9.21,,,,,10.4,,,,,12.3,,,,,14.2,,,,,15.8,,,,,17.4,,,,,18.6,,,,,19.8,,,,,20.8,,,,,21.8,,,,,22.8,,,,,23.6,,,,,24.4,,,,,25.2
Honduras,5.16,,,,,4.7,,,,,4.56,,,,,4.45,,,,,4.34,,,,,4.32,,,,,4.09,,,,,4.13,,,,,4.67,,,,,4.85,,,,,4.99,,,,,5.09,,,,,5.41,,,,,6.08,,,,,6.89,,,,,7.84,,,,,9.09,,,,,10.6,,,,,12.5,,,,,14.7,,,,,17.1,,,,,19.8,,,,,22.4,,,,,24.9,,,,,27,,,,,28.5,,,,,30,,,,,31.4,,,,,32.6,,,,,33.6,,,,,34.4
Hungary,10,,,,,10.2,,,,,11.5,,,,,12.9,,,,,14.1,,,,,15.2,,,,,13.1,,,,,13.9,,,,,15.9,,,,,16.2,,,,,16.4,,,,,17.3,,,,,18,,,,,20.8,,,,,22.4,,,,,22.9,,,,,24.1,,,,,26.4,,,,,29.2,,,,,30.3,,,,,31.3,,,,,32.7,,,,,33,,,,,33.1,,,,,33.4,,,,,33.5,,,,,33.7,,,,,34,,,,,34.3,,,,,34.6,,,,,34.8
Iceland,8.51,,,,,9.19,,,,,9.55,,,,,9.96,,,,,10.2,,,,,10.2,,,,,10.5,,,,,10.9,,,,,13.4,,,,,13.8,,,,,13.8,,,,,14.6,,,,,15.9,,,,,18.3,,,,,20.8,,,,,22.9,,,,,24.5,,,,,25.9,,,,,27.1,,,,,28.5,,,,,29.6,,,,,31.3,,,,,32.2,,,,,32.8,,,,,34,,,,,34.9,,,,,35.6,,,,,36.2,,,,,36.8,,,,,37.3,,,,,37.8
India,4.89,,,,,4.68,,,,,4.87,,,,,5.02,,,,,5.19,,,,,5.31,,,,,5.4,,,,,5.48,,,,,5.96,,,,,6.16,,,,,6.45,,,,,6.76,,,,,7.27,,,,,8.37,,,,,9.48,,,,,10.6,,,,,11.7,,,,,12.9,,,,,14.3,,,,,15.9,,,,,17.7,,,,,19.5,,,,,21.2,,,,,23,,,,,24.5,,,,,25.7,,,,,26.8,,,,,27.8,,,,,28.9,,,,,29.8,,,,,30.6
Indonesia,5.76,,,,,5.37,,,,,4.92,,,,,4.74,,,,,4.82,,,,,4.94,,,,,4.93,,,,,5.02,,,,,5.68,,,,,6.13,,,,,6.65,,,,,6.72,,,,,6.7,,,,,7.57,,,,,8.88,,,,,10.3,,,,,11.9,,,,,13.5,,,,,14.8,,,,,16.1,,,,,17.2,,,,,18.3,,,,,19.3,,,,,20.6,,,,,21.7,,,,,23,,,,,24.1,,,,,25,,,,,25.9,,,,,26.7,,,,,27.6
Iran,7.83,,,,,6.44,,,,,5.39,,,,,4.96,,,,,4.71,,,,,4.57,,,,,4.47,,,,,4.83,,,,,5.43,,,,,5.95,,,,,6.26,,,,,7.02,,,,,7.27,,,,,8.29,,,,,9.78,,,,,11.9,,,,,14.6,,,,,17.4,,,,,21,,,,,26,,,,,30.7,,,,,33.4,,,,,34.4,,,,,34.9,,,,,36.1,,,,,37.8,,,,,38.8,,,,,39,,,,,38.7,,,,,38.4,,,,,38.5
Iraq,3.94,,,,,4.3,,,,,4.97,,,,,5.6,,,,,5.87,,,,,5.75,,,,,5.45,,,,,5.1,,,,,5.21,,,,,4.96,,,,,4.8,,,,,4.69,,,,,4.35,,,,,4.53,,,,,4.4,,,,,4.51,,,,,5.17,,,,,5.96,,,,,6.78,,,,,7.51,,,,,8.21,,,,,8.89,,,,,9.63,,,,,10.3,,,,,11.2,,,,,12.2,,,,,13.3,,,,,14.3,,,,,15.4,,,,,16.6,,,,,17.8
Ireland,13.4,,,,,12.8,,,,,13,,,,,12.9,,,,,12.7,,,,,12.6,,,,,11.9,,,,,11.6,,,,,12.8,,,,,12.9,,,,,13.1,,,,,13.6,,,,,15.1,,,,,17.6,,,,,19.2,,,,,21.3,,,,,23.2,,,,,25.7,,,,,27.8,,,,,29.1,,,,,29.3,,,,,28.9,,,,,28.7,,,,,29.3,,,,,30.5,,,,,31.7,,,,,32.5,,,,,33,,,,,33.5,,,,,34,,,,,34.6
Israel,5.5,,,,,5.88,,,,,6.83,,,,,8.11,,,,,9.54,,,,,10.4,,,,,10.2,,,,,10.1,,,,,11.1,,,,,11.7,,,,,11.7,,,,,11.8,,,,,13.4,,,,,14.4,,,,,15.1,,,,,15.8,,,,,16.6,,,,,17.8,,,,,18.9,,,,,19.8,,,,,20.5,,,,,21.2,,,,,22.2,,,,,23.2,,,,,24.5,,,,,26.1,,,,,27.4,,,,,28.6,,,,,29.7,,,,,30.9,,,,,32
Italy,10.2,,,,,10.6,,,,,11.1,,,,,11.9,,,,,13.1,,,,,14.1,,,,,13.4,,,,,14.4,,,,,17.8,,,,,19.5,,,,,21.4,,,,,22.4,,,,,24.3,,,,,26,,,,,28.2,,,,,31.2,,,,,34.3,,,,,36.9,,,,,38.1,,,,,38.4,,,,,38.1,,,,,37.7,,,,,37.1,,,,,36.8,,,,,36.9,,,,,36.8,,,,,36.8,,,,,36.9,,,,,37.1,,,,,37.3,,,,,37.7
Jamaica,4.84,,,,,5.24,,,,,5.57,,,,,6.92,,,,,7.37,,,,,7.45,,,,,7.83,,,,,7.66,,,,,9.3,,,,,9.44,,,,,9.78,,,,,10.3,,,,,11,,,,,12.4,,,,,13.9,,,,,15.9,,,,,18.1,,,,,20.1,,,,,21.6,,,,,23.6,,,,,26.6,,,,,29.8,,,,,33,,,,,35,,,,,36.5,,,,,37.5,,,,,39.7,,,,,41.4,,,,,42.7,,,,,43.6,,,,,44.2
Japan,6.61,,,,,6.94,,,,,7.53,,,,,8.27,,,,,8.91,,,,,9.53,,,,,10.1,,,,,11.1,,,,,14.9,,,,,17.6,,,,,20.4,,,,,23.5,,,,,27.4,,,,,29.9,,,,,31.2,,,,,32.4,,,,,34.1,,,,,36.8,,,,,38.2,,,,,39.1,,,,,39.4,,,,,39.4,,,,,39.2,,,,,38.8,,,,,38.4,,,,,38.2,,,,,38.1,,,,,38.1,,,,,38.1,,,,,38.3,,,,,38.5
Jordan,7.18,,,,,6.58,,,,,5.76,,,,,4.87,,,,,4.33,,,,,3.97,,,,,4.08,,,,,4.52,,,,,4.57,,,,,4.46,,,,,4.82,,,,,5.12,,,,,5.16,,,,,5.24,,,,,5.66,,,,,6.69,,,,,8.29,,,,,10.1,,,,,11.6,,,,,13.3,,,,,14.7,,,,,16,,,,,17.3,,,,,18.7,,,,,20.4,,,,,22.4,,,,,24.2,,,,,25.9,,,,,27.4,,,,,28.9,,,,,30.3
Kazakhstan,9.52,,,,,8.18,,,,,6.76,,,,,5.82,,,,,5.46,,,,,5.44,,,,,4.97,,,,,4.91,,,,,6.81,,,,,7.49,,,,,8.68,,,,,7.74,,,,,7.68,,,,,8.35,,,,,9.3,,,,,10.9,,,,,11.5,,,,,12.2,,,,,12.8,,,,,13.6,,,,,15.3,,,,,16.3,,,,,16.1,,,,,15.8,,,,,17.3,,,,,20.1,,,,,22,,,,,23.4,,,,,24.3,,,,,25.1,,,,,26.2
Kenya,5.19,,,,,5.1,,,,,5.02,,,,,4.89,,,,,4.75,,,,,4.5,,,,,4.19,,,,,3.93,,,,,4.09,,,,,4.01,,,,,3.76,,,,,3.48,,,,,3.49,,,,,3.73,,,,,4.04,,,,,4.46,,,,,5.06,,,,,5.97,,,,,7.17,,,,,8.55,,,,,9.89,,,,,11,,,,,12.3,,,,,13.8,,,,,15.4,,,,,16.8,,,,,18.2,,,,,19.6,,,,,21,,,,,22.4,,,,,23.8
Kiribati,4.85,,,,,4.8,,,,,4.47,,,,,4.2,,,,,4.22,,,,,4.35,,,,,4.43,,,,,4.68,,,,,4.86,,,,,4.75,,,,,4.41,,,,,4.54,,,,,4.55,,,,,5.18,,,,,5.93,,,,,7.08,,,,,8.06,,,,,8.27,,,,,8.54,,,,,9.12,,,,,10.2,,,,,11.1,,,,,12,,,,,12.2,,,,,13.2,,,,,14.2,,,,,15.2,,,,,16,,,,,16.6,,,,,17.2,,,,,18
Kuwait,3.65,,,,,3.31,,,,,2.67,,,,,2.28,,,,,2.62,,,,,2.62,,,,,2.15,,,,,2.17,,,,,2.32,,,,,2.55,,,,,2.94,,,,,3.59,,,,,3.46,,,,,4.46,,,,,6.8,,,,,9.03,,,,,12.4,,,,,15.7,,,,,17.9,,,,,18.9,,,,,18.9,,,,,19.4,,,,,20.4,,,,,21.2,,,,,22.2,,,,,23.5,,,,,24.9,,,,,25.9,,,,,26.8,,,,,27.6,,,,,28.5
Kyrgyz Republic,11.8,,,,,10.5,,,,,8.77,,,,,7.34,,,,,6.21,,,,,5.5,,,,,4.69,,,,,4.68,,,,,6.34,,,,,6.42,,,,,6.8,,,,,5.94,,,,,5.32,,,,,6.02,,,,,6.98,,,,,8.55,,,,,9.6,,,,,10.3,,,,,10.8,,,,,11.9,,,,,14,,,,,15.5,,,,,16.1,,,,,16.2,,,,,17.3,,,,,19.8,,,,,21.8,,,,,23.3,,,,,24.5,,,,,25.6,,,,,26.9
Lao,4,,,,,4.01,,,,,4.13,,,,,4.33,,,,,4.42,,,,,4.49,,,,,4.81,,,,,4.81,,,,,4.97,,,,,4.88,,,,,4.91,,,,,4.95,,,,,5.02,,,,,5.52,,,,,6.11,,,,,6.92,,,,,7.87,,,,,9.02,,,,,10.4,,,,,12.3,,,,,14.6,,,,,17.2,,,,,19.4,,,,,21.2,,,,,23.2,,,,,25,,,,,26.8,,,,,28.3,,,,,29.7,,,,,30.9,,,,,31.9
Latvia,11.1,,,,,10.6,,,,,10.2,,,,,11.1,,,,,12.1,,,,,12.2,,,,,10.8,,,,,10.2,,,,,12.6,,,,,14.3,,,,,15.9,,,,,17,,,,,17.7,,,,,19.4,,,,,21.3,,,,,23.1,,,,,24.2,,,,,25.7,,,,,26.8,,,,,28.3,,,,,30.3,,,,,31.1,,,,,29.6,,,,,29.1,,,,,29.9,,,,,30.8,,,,,31.4,,,,,31.9,,,,,32,,,,,32,,,,,32.2
Lebanon,9.26,,,,,8.34,,,,,7.21,,,,,6.6,,,,,6.51,,,,,6.38,,,,,6.37,,,,,7.06,,,,,9.26,,,,,9.3,,,,,10,,,,,10.8,,,,,11.9,,,,,11.3,,,,,13,,,,,16.8,,,,,20.1,,,,,22.3,,,,,24.4,,,,,27.4,,,,,30.6,,,,,33.9,,,,,36.2,,,,,37.4,,,,,37.3,,,,,37.5,,,,,37.7,,,,,38.4,,,,,39.3,,,,,39.8,,,,,39.9
Lesotho,5.12,,,,,5.01,,,,,5.09,,,,,5.39,,,,,5.64,,,,,5.59,,,,,5.3,,,,,5.33,,,,,5.57,,,,,5.58,,,,,5.37,,,,,5.36,,,,,5.72,,,,,5.55,,,,,5.02,,,,,4.43,,,,,4.14,,,,,4.36,,,,,5.16,,,,,6.61,,,,,8.4,,,,,10.2,,,,,12,,,,,13.3,,,,,14.6,,,,,16.2,,,,,17.8,,,,,19.4,,,,,20.8,,,,,22,,,,,23.3
Liberia,4.51,,,,,4.14,,,,,4.02,,,,,4.05,,,,,4.16,,,,,4.3,,,,,4.44,,,,,4.5,,,,,4.64,,,,,4.61,,,,,4.71,,,,,4.6,,,,,4.44,,,,,4.45,,,,,4.59,,,,,4.83,,,,,5.18,,,,,5.67,,,,,6.26,,,,,6.96,,,,,7.66,,,,,8.34,,,,,9.29,,,,,10.4,,,,,11.7,,,,,12.8,,,,,14.1,,,,,15.3,,,,,16.6,,,,,18,,,,,19.4
Libya,8.31,,,,,7.19,,,,,5.97,,,,,5.02,,,,,4.51,,,,,4.16,,,,,4.04,,,,,4.17,,,,,4.76,,,,,5.17,,,,,5.51,,,,,5.67,,,,,5.6,,,,,6.01,,,,,6.47,,,,,7.7,,,,,10.1,,,,,13.3,,,,,16.5,,,,,19,,,,,20.8,,,,,21.9,,,,,22.6,,,,,23.5,,,,,24.9,,,,,26.6,,,,,28.1,,,,,29.1,,,,,29.8,,,,,30.4,,,,,31
Lithuania,9.91,,,,,9.85,,,,,9.17,,,,,10.4,,,,,11.9,,,,,11.2,,,,,10,,,,,9.86,,,,,12.4,,,,,13.6,,,,,14.9,,,,,16.4,,,,,17.1,,,,,19,,,,,20.9,,,,,23,,,,,24.2,,,,,25.2,,,,,25.7,,,,,26.2,,,,,27.4,,,,,29.1,,,,,29.5,,,,,29,,,,,28.7,,,,,29.2,,,,,29.7,,,,,30.5,,,,,31,,,,,31.1,,,,,31.2
Luxembourg,13.1,,,,,13.1,,,,,13.4,,,,,14.3,,,,,14.9,,,,,14.7,,,,,13.5,,,,,13.1,,,,,15.5,,,,,15.8,,,,,16,,,,,16.6,,,,,17,,,,,17.5,,,,,19.2,,,,,21.3,,,,,23.8,,,,,25.2,,,,,26.1,,,,,27.1,,,,,27.6,,,,,28.1,,,,,28.5,,,,,28.8,,,,,29,,,,,29.5,,,,,30.1,,,,,30.8,,,,,31.5,,,,,32.2,,,,,32.9
