country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Moldova,9.17,,,,,9.87,,,,,7.5,,,,,6.95,,,,,9.51,,,,,9.73,,,,,9.01,,,,,7.65,,,,,7.43,,,,,7.97,,,,,9.03,,,,,9.46,,,,,7.71,,,,,5.64,,,,,4.59,,,,,5.01,,,,,5.21,,,,,4.8,,,,,4.37,,,,,4.1,,,,,3.95,,,,,4.02,,,,,4.2,,,,,4.3,,,,,4.28,,,,,4.24,,,,,4.28,,,,,4.42,,,,,4.59,,,,,4.7,,,,,4.72
Mongolia,8.91,,,,,8.79,,,,,8.15,,,,,7.49,,,,,8.82,,,,,9.57,,,,,11.3,,,,,11.1,,,,,11.1,,,,,10.8,,,,,11,,,,,12.5,,,,,9.97,,,,,7.53,,,,,6.6,,,,,7.88,,,,,9.64,,,,,8.7,,,,,7.68,,,,,6.9,,,,,6.54,,,,,6.59,,,,,6.81,,,,,6.93,,,,,6.69,,,,,6.24,,,,,5.91,,,,,5.81,,,,,5.84,,,,,5.9,,,,,5.85
Montenegro,10.5,,,,,10.3,,,,,9.05,,,,,8.56,,,,,9.95,,,,,9.78,,,,,9.58,,,,,8.29,,,,,8.19,,,,,7.49,,,,,7.72,,,,,7.13,,,,,6.83,,,,,6.34,,,,,5.9,,,,,5.91,,,,,5.62,,,,,5.35,,,,,5.18,,,,,5.06,,,,,4.99,,,,,4.95,,,,,4.9,,,,,4.84,,,,,4.78,,,,,4.76,,,,,4.76,,,,,4.77,,,,,4.77,,,,,4.76,,,,,4.74
Morocco,11.4,,,,,9.95,,,,,8.66,,,,,8.32,,,,,10.2,,,,,11.4,,,,,11.8,,,,,11.2,,,,,10.6,,,,,10.7,,,,,11.1,,,,,10.2,,,,,9.55,,,,,8.21,,,,,7.78,,,,,7.66,,,,,7.99,,,,,7.48,,,,,6.93,,,,,6.45,,,,,6.12,,,,,5.94,,,,,5.83,,,,,5.69,,,,,5.5,,,,,5.3,,,,,5.14,,,,,5.05,,,,,4.99,,,,,4.94,,,,,4.87
Mozambique,9.97,,,,,9.92,,,,,9.85,,,,,9.66,,,,,10,,,,,10.2,,,,,10.1,,,,,10.1,,,,,11,,,,,10.5,,,,,10.4,,,,,10.1,,,,,10.2,,,,,10.6,,,,,10.9,,,,,10.9,,,,,10.7,,,,,10.4,,,,,10.3,,,,,10.2,,,,,10,,,,,9.76,,,,,9.45,,,,,9.12,,,,,8.82,,,,,8.52,,,,,8.23,,,,,7.95,,,,,7.68,,,,,7.43,,,,,7.19
Myanmar,10,,,,,8.6,,,,,7.9,,,,,8.62,,,,,10.8,,,,,10.6,,,,,10.5,,,,,10.6,,,,,10.7,,,,,10.8,,,,,10.8,,,,,9.67,,,,,8.96,,,,,9.03,,,,,9.17,,,,,8.2,,,,,7.37,,,,,7.09,,,,,6.97,,,,,6.85,,,,,6.64,,,,,6.36,,,,,6.08,,,,,5.89,,,,,5.81,,,,,5.77,,,,,5.72,,,,,5.64,,,,,5.55,,,,,5.49,,,,,5.46
Namibia,9.39,,,,,9.04,,,,,9.36,,,,,9.6,,,,,10.2,,,,,10.1,,,,,10.1,,,,,10.5,,,,,11,,,,,10.8,,,,,10.4,,,,,10.9,,,,,11.5,,,,,10.7,,,,,9.81,,,,,9.47,,,,,9.95,,,,,9.65,,,,,9.23,,,,,8.76,,,,,8.35,,,,,8.06,,,,,7.82,,,,,7.55,,,,,7.24,,,,,6.92,,,,,6.64,,,,,6.41,,,,,6.22,,,,,6.06,,,,,5.88
Nepal,10.3,,,,,9.97,,,,,9.51,,,,,8.96,,,,,10.4,,,,,10.1,,,,,9.83,,,,,9.85,,,,,9.98,,,,,10.3,,,,,10.5,,,,,10.5,,,,,11,,,,,10.9,,,,,10.2,,,,,9.1,,,,,7.67,,,,,7.41,,,,,7.11,,,,,6.64,,,,,6.03,,,,,5.54,,,,,5.26,,,,,5.07,,,,,4.92,,,,,4.78,,,,,4.65,,,,,4.57,,,,,4.53,,,,,4.54,,,,,4.55
Netherlands,7.92,,,,,7.4,,,,,7.77,,,,,9.36,,,,,8.31,,,,,8.34,,,,,8.61,,,,,8.21,,,,,6.96,,,,,5.77,,,,,5.69,,,,,5.85,,,,,5.92,,,,,5.78,,,,,5.74,,,,,5.26,,,,,4.99,,,,,5.06,,,,,5.16,,,,,5.18,,,,,5.13,,,,,5.04,,,,,4.95,,,,,4.95,,,,,5.02,,,,,5.05,,,,,5.03,,,,,4.96,,,,,4.89,,,,,4.86,,,,,4.87
New Zealand,6.85,,,,,6.88,,,,,7.54,,,,,9.09,,,,,9.03,,,,,9.44,,,,,9.59,,,,,9.01,,,,,8.44,,,,,7.17,,,,,6.89,,,,,7.13,,,,,7.03,,,,,6.57,,,,,6.05,,,,,6.24,,,,,6,,,,,5.88,,,,,5.78,,,,,5.64,,,,,5.49,,,,,5.39,,,,,5.35,,,,,5.3,,,,,5.24,,,,,5.15,,,,,5.07,,,,,5,,,,,4.96,,,,,4.92,,,,,4.88
Nicaragua,10.7,,,,,10,,,,,9.52,,,,,8.64,,,,,11.2,,,,,11.5,,,,,10.7,,,,,10.4,,,,,10.9,,,,,11.3,,,,,11.6,,,,,11.2,,,,,10.4,,,,,9.47,,,,,8.66,,,,,8.3,,,,,7.81,,,,,7.31,,,,,6.76,,,,,6.28,,,,,5.88,,,,,5.58,,,,,5.33,,,,,5.12,,,,,4.95,,,,,4.79,,,,,4.69,,,,,4.62,,,,,4.56,,,,,4.53,,,,,4.5
Niger,10.6,,,,,11,,,,,11.5,,,,,11,,,,,9.98,,,,,10.2,,,,,10.4,,,,,10.4,,,,,10.2,,,,,10.3,,,,,10.3,,,,,9.9,,,,,10,,,,,10.4,,,,,10.7,,,,,10.9,,,,,10.9,,,,,11,,,,,11,,,,,11,,,,,11,,,,,10.9,,,,,10.7,,,,,10.5,,,,,10.2,,,,,9.91,,,,,9.6,,,,,9.27,,,,,8.96,,,,,8.62,,,,,8.31
Nigeria,9.9,,,,,10.1,,,,,10.2,,,,,10,,,,,9.86,,,,,9.95,,,,,9.94,,,,,9.87,,,,,10.3,,,,,10.7,,,,,10.8,,,,,10.5,,,,,10.2,,,,,10.3,,,,,10.6,,,,,10.8,,,,,10.8,,,,,10.6,,,,,10.4,,,,,10.2,,,,,10.1,,,,,9.9,,,,,9.65,,,,,9.36,,,,,9.05,,,,,8.74,,,,,8.48,,,,,8.23,,,,,7.97,,,,,7.7,,,,,7.45
North Korea,11.3,,,,,13,,,,,11.9,,,,,10.3,,,,,6.42,,,,,10.7,,,,,9.25,,,,,11.9,,,,,10.9,,,,,7.26,,,,,7.81,,,,,7.65,,,,,7.87,,,,,7.39,,,,,6.97,,,,,6.26,,,,,6.05,,,,,6.07,,,,,6.05,,,,,5.88,,,,,5.61,,,,,5.36,,,,,5.26,,,,,5.31,,,,,5.35,,,,,5.3,,,,,5.18,,,,,5.06,,,,,5.01,,,,,5.03,,,,,5.06
North Macedonia,10.4,,,,,9.9,,,,,9.11,,,,,10,,,,,11.3,,,,,9.87,,,,,9.2,,,,,9.28,,,,,8.25,,,,,8.07,,,,,8.21,,,,,7.84,,,,,7.37,,,,,6.13,,,,,5.63,,,,,5.21,,,,,5.39,,,,,5.44,,,,,5.33,,,,,5.08,,,,,4.84,,,,,4.73,,,,,4.79,,,,,4.92,,,,,5,,,,,4.97,,,,,4.89,,,,,4.84,,,,,4.86,,,,,4.93,,,,,4.96
Norway,6.18,,,,,5.99,,,,,7.02,,,,,8.24,,,,,7.56,,,,,7.48,,,,,7.42,,,,,7.76,,,,,7.18,,,,,5.96,,,,,5.71,,,,,6.14,,,,,6.46,,,,,6.13,,,,,5.85,,,,,5.82,,,,,5.49,,,,,5.57,,,,,5.6,,,,,5.55,,,,,5.47,,,,,5.38,,,,,5.33,,,,,5.32,,,,,5.32,,,,,5.3,,,,,5.25,,,,,5.18,,,,,5.13,,,,,5.1,,,,,5.07
Oman,10.2,,,,,10.3,,,,,10.2,,,,,9.83,,,,,9.63,,,,,9.92,,,,,9.67,,,,,9.26,,,,,9.11,,,,,11.1,,,,,12.3,,,,,12.7,,,,,10.8,,,,,7.74,,,,,7.66,,,,,8.12,,,,,9.2,,,,,8.99,,,,,8.06,,,,,6.92,,,,,6.21,,,,,5.99,,,,,6.03,,,,,5.99,,,,,5.74,,,,,5.38,,,,,5.1,,,,,4.99,,,,,5.02,,,,,5.07,,,,,5.03
Pakistan,10.2,,,,,10.5,,,,,10.8,,,,,9.89,,,,,9.22,,,,,9.98,,,,,10.4,,,,,10.4,,,,,10.1,,,,,10.2,,,,,10.7,,,,,11.5,,,,,11,,,,,10.1,,,,,9.17,,,,,9.51,,,,,9.72,,,,,9.34,,,,,8.74,,,,,8.21,,,,,7.89,,,,,7.76,,,,,7.6,,,,,7.31,,,,,6.95,,,,,6.65,,,,,6.44,,,,,6.28,,,,,6.13,,,,,5.96,,,,,5.78
Palestine,9.98,,,,,10.6,,,,,10.5,,,,,10.1,,,,,9.93,,,,,9.95,,,,,11.1,,,,,11.3,,,,,10.9,,,,,10.7,,,,,10.5,,,,,11.1,,,,,12,,,,,11.3,,,,,10.2,,,,,10.1,,,,,10.1,,,,,9.95,,,,,9.58,,,,,9.12,,,,,8.7,,,,,8.38,,,,,8.13,,,,,7.88,,,,,7.6,,,,,7.29,,,,,7.02,,,,,6.76,,,,,6.55,,,,,6.34,,,,,6.14
Panama,10.2,,,,,10.2,,,,,10.2,,,,,10.2,,,,,10.5,,,,,10.8,,,,,11,,,,,11,,,,,10.8,,,,,10.2,,,,,9.55,,,,,9.16,,,,,8.72,,,,,8.54,,,,,8.14,,,,,7.92,,,,,7.77,,,,,7.37,,,,,7.05,,,,,6.78,,,,,6.54,,,,,6.3,,,,,6.09,,,,,5.89,,,,,5.7,,,,,5.54,,,,,5.4,,,,,5.28,,,,,5.17,,,,,5.08,,,,,4.99
Papua New Guinea,10.2,,,,,10,,,,,9.75,,,,,9.93,,,,,10.8,,,,,10.6,,,,,10.5,,,,,10.5,,,,,10.7,,,,,10.8,,,,,10.6,,,,,10.1,,,,,9.94,,,,,10.3,,,,,10.1,,,,,9.87,,,,,9.44,,,,,9.16,,,,,8.95,,,,,8.74,,,,,8.52,,,,,8.28,,,,,8.04,,,,,7.81,,,,,7.6,,,,,7.41,,,,,7.22,,,,,7.03,,,,,6.84,,,,,6.66,,,,,6.48
Paraguay,9.83,,,,,10,,,,,9.95,,,,,10.3,,,,,11.1,,,,,11.1,,,,,11,,,,,10.8,,,,,9.96,,,,,10.3,,,,,10.9,,,,,11,,,,,10.7,,,,,10.3,,,,,9.14,,,,,8.74,,,,,8.31,,,,,8.14,,,,,7.82,,,,,7.4,,,,,6.99,,,,,6.66,,,,,6.4,,,,,6.19,,,,,5.99,,,,,5.82,,,,,5.67,,,,,5.54,,,,,5.43,,,,,5.32,,,,,5.22
Peru,10.1,,,,,9.93,,,,,9.6,,,,,9.73,,,,,10.3,,,,,10.6,,,,,10.9,,,,,11,,,,,10.6,,,,,10.7,,,,,10.2,,,,,10.1,,,,,9.51,,,,,8.61,,,,,8.21,,,,,7.96,,,,,7.86,,,,,7.44,,,,,6.99,,,,,6.59,,,,,6.27,,,,,6.02,,,,,5.83,,,,,5.63,,,,,5.43,,,,,5.26,,,,,5.13,,,,,5.03,,,,,4.96,,,,,4.89,,,,,4.83
Philippines,9.79,,,,,9.7,,,,,9.61,,,,,9.67,,,,,11.5,,,,,11.3,,,,,11.2,,,,,10.9,,,,,10.6,,,,,10.5,,,,,10.4,,,,,10.4,,,,,10.4,,,,,9.82,,,,,9.17,,,,,8.97,,,,,8.76,,,,,8.52,,,,,8.24,,,,,7.95,,,,,7.68,,,,,7.4,,,,,7.15,,,,,6.92,,,,,6.7,,,,,6.47,,,,,6.26,,,,,6.08,,,,,5.92,,,,,5.77,,,,,5.64
Poland,9.3,,,,,8.08,,,,,6.31,,,,,8.68,,,,,10.1,,,,,9.84,,,,,7.44,,,,,6.49,,,,,7.13,,,,,7.91,,,,,8.26,,,,,7.19,,,,,6.18,,,,,4.98,,,,,4.43,,,,,5.02,,,,,4.86,,,,,4.49,,,,,4.16,,,,,3.97,,,,,3.89,,,,,4.03,,,,,4.2,,,,,4.24,,,,,4.17,,,,,4.13,,,,,4.17,,,,,4.29,,,,,4.45,,,,,4.54,,,,,4.54
Portugal,9.3,,,,,8.5,,,,,8.13,,,,,8.07,,,,,8.26,,,,,8.09,,,,,8.33,,,,,7.79,,,,,8.03,,,,,7.47,,,,,6.47,,,,,5.35,,,,,5.04,,,,,4.99,,,,,4.79,,,,,4.6,,,,,4.19,,,,,3.77,,,,,3.61,,,,,3.72,,,,,3.89,,,,,4.01,,,,,4.02,,,,,3.98,,,,,3.95,,,,,4.02,,,,,4.17,,,,,4.31,,,,,4.38,,,,,4.38,,,,,4.35
Qatar,9.89,,,,,9.48,,,,,9.26,,,,,9.27,,,,,9.3,,,,,9.78,,,,,9.45,,,,,9.06,,,,,7.9,,,,,8.2,,,,,9.47,,,,,8.4,,,,,6.33,,,,,5.8,,,,,6.71,,,,,7.44,,,,,7.6,,,,,7.38,,,,,6.99,,,,,6.53,,,,,5.99,,,,,5.68,,,,,5.61,,,,,5.58,,,,,5.55,,,,,5.45,,,,,5.34,,,,,5.26,,,,,5.23,,,,,5.24,,,,,5.24
Romania,9.44,,,,,9.21,,,,,6.66,,,,,7.94,,,,,8.9,,,,,8.17,,,,,6.17,,,,,8.3,,,,,8.09,,,,,8.26,,,,,7.44,,,,,7.57,,,,,5.53,,,,,5.17,,,,,5.03,,,,,5.17,,,,,4.89,,,,,4.81,,,,,4.73,,,,,4.66,,,,,4.66,,,,,4.75,,,,,4.8,,,,,4.81,,,,,4.81,,,,,4.82,,,,,4.84,,,,,4.88,,,,,4.91,,,,,4.9,,,,,4.87
Russia,8.88,,,,,10.1,,,,,5.17,,,,,7.38,,,,,8.39,,,,,8.67,,,,,7.64,,,,,6,,,,,6.33,,,,,6.73,,,,,7.65,,,,,7.77,,,,,5.59,,,,,4,,,,,4.44,,,,,5.11,,,,,6.07,,,,,5.88,,,,,5.46,,,,,4.95,,,,,4.8,,,,,5.14,,,,,5.61,,,,,5.82,,,,,5.68,,,,,5.41,,,,,5.27,,,,,5.33,,,,,5.51,,,,,5.61,,,,,5.55
Rwanda,10.9,,,,,9.17,,,,,8.64,,,,,10.1,,,,,11.2,,,,,11.3,,,,,10.4,,,,,9.88,,,,,10.3,,,,,12,,,,,12.9,,,,,12.3,,,,,10.1,,,,,10.2,,,,,10.5,,,,,10.8,,,,,10.4,,,,,9.74,,,,,9.08,,,,,8.73,,,,,8.55,,,,,8.32,,,,,7.93,,,,,7.45,,,,,7.01,,,,,6.69,,,,,6.42,,,,,6.19,,,,,5.93,,,,,5.69,,,,,5.48
Samoa,10.2,,,,,10.2,,,,,10.2,,,,,9.71,,,,,11.5,,,,,11.8,,,,,13.4,,,,,13.1,,,,,12.6,,,,,10.6,,,,,9.83,,,,,9.7,,,,,10.2,,,,,10.4,,,,,10.6,,,,,11.3,,,,,10.3,,,,,9.28,,,,,8.86,,,,,8.81,,,,,9,,,,,8.97,,,,,8.53,,,,,7.9,,,,,7.38,,,,,7.16,,,,,7.1,,,,,6.98,,,,,6.68,,,,,6.28,,,,,5.92
Sao Tome and Principe,5.67,,,,,5.65,,,,,5.67,,,,,8.31,,,,,10.8,,,,,11.2,,,,,10.8,,,,,10.4,,,,,10.5,,,,,12.7,,,,,10.7,,,,,11.7,,,,,10.4,,,,,10.5,,,,,11.3,,,,,11.2,,,,,10.8,,,,,10.3,,,,,9.97,,,,,9.79,,,,,9.57,,,,,9.29,,,,,9.01,,,,,8.71,,,,,8.43,,,,,8.16,,,,,7.92,,,,,7.71,,,,,7.5,,,,,7.28,,,,,7.08
Saudi Arabia,9.85,,,,,9.77,,,,,9.75,,,,,9.93,,,,,9.86,,,,,9.76,,,,,9.86,,,,,9.88,,,,,9.44,,,,,10.6,,,,,10.4,,,,,11,,,,,10.8,,,,,8.41,,,,,7.43,,,,,7.83,,,,,8,,,,,8.22,,,,,7.59,,,,,6.73,,,,,6.12,,,,,5.83,,,,,5.82,,,,,5.86,,,,,5.76,,,,,5.52,,,,,5.26,,,,,5.11,,,,,5.09,,,,,5.12,,,,,5.12
Senegal,9.98,,,,,9.84,,,,,9.57,,,,,9.36,,,,,10.1,,,,,10,,,,,9.98,,,,,10.2,,,,,10.6,,,,,11,,,,,11.3,,,,,11.1,,,,,10.7,,,,,10.2,,,,,10.2,,,,,10.6,,,,,10.8,,,,,10.3,,,,,9.88,,,,,9.55,,,,,9.35,,,,,9.2,,,,,9,,,,,8.75,,,,,8.46,,,,,8.18,,,,,7.95,,,,,7.75,,,,,7.54,,,,,7.33,,,,,7.12
Serbia,9.94,,,,,8.36,,,,,6.71,,,,,8.9,,,,,9.57,,,,,7.82,,,,,7.26,,,,,7.14,,,,,7.43,,,,,7.68,,,,,6.83,,,,,6.91,,,,,6.23,,,,,5.77,,,,,5.69,,,,,5.33,,,,,5.25,,,,,5.26,,,,,5.23,,,,,5.15,,,,,5.06,,,,,4.99,,,,,4.95,,,,,4.97,,,,,5,,,,,5,,,,,4.98,,,,,4.95,,,,,4.93,,,,,4.93,,,,,4.94
Seychelles,8.48,,,,,8.97,,,,,7.93,,,,,7.65,,,,,10.5,,,,,11.1,,,,,11.6,,,,,10.9,,,,,10.4,,,,,9.92,,,,,9.79,,,,,8.14,,,,,8.06,,,,,6.01,,,,,5.9,,,,,6.66,,,,,7.42,,,,,6.79,,,,,5.95,,,,,5.57,,,,,5.59,,,,,5.79,,,,,5.9,,,,,5.77,,,,,5.5,,,,,5.3,,,,,5.25,,,,,5.29,,,,,5.29,,,,,5.2,,,,,5.06
Sierra Leone,9.74,,,,,9.75,,,,,9.82,,,,,9.8,,,,,9.75,,,,,9.54,,,,,9.65,,,,,9.89,,,,,10.4,,,,,10.7,,,,,10.9,,,,,10.7,,,,,10.7,,,,,10.9,,,,,11.1,,,,,11.2,,,,,10.7,,,,,10.4,,,,,10,,,,,9.7,,,,,9.35,,,,,8.98,,,,,8.62,,,,,8.28,,,,,7.98,,,,,7.68,,,,,7.41,,,,,7.16,,,,,6.94,,,,,6.74,,,,,6.57
Singapore,9.88,,,,,10.1,,,,,9.13,,,,,10.2,,,,,11.8,,,,,12.8,,,,,11.7,,,,,9.16,,,,,8.23,,,,,6.25,,,,,6.26,,,,,6.56,,,,,6.79,,,,,6.15,,,,,5.46,,,,,4.94,,,,,4.57,,,,,4.34,,,,,4.18,,,,,4.13,,,,,4.03,,,,,3.92,,,,,3.84,,,,,3.8,,,,,3.8,,,,,3.82,,,,,3.82,,,,,3.79,,,,,3.75,,,,,3.73,,,,,3.72
Slovak Republic,8.69,,,,,7.58,,,,,7.64,,,,,8.32,,,,,9.79,,,,,9.07,,,,,7.84,,,,,6.97,,,,,7.85,,,,,8.5,,,,,7.93,,,,,7.29,,,,,6.34,,,,,5.05,,,,,4.58,,,,,4.94,,,,,5.03,,,,,5.02,,,,,4.89,,,,,4.62,,,,,4.4,,,,,4.42,,,,,4.63,,,,,4.8,,,,,4.86,,,,,4.82,,,,,4.74,,,,,4.72,,,,,4.79,,,,,4.88,,,,,4.93
Slovenia,8.69,,,,,7.75,,,,,7.25,,,,,8.26,,,,,8.33,,,,,7.26,,,,,7.31,,,,,7.11,,,,,6.85,,,,,7.17,,,,,6.72,,,,,5.95,,,,,4.84,,,,,4.39,,,,,4.27,,,,,4.92,,,,,5.18,,,,,5.01,,,,,4.68,,,,,4.4,,,,,4.37,,,,,4.61,,,,,4.92,,,,,5.05,,,,,4.96,,,,,4.81,,,,,4.74,,,,,4.81,,,,,4.93,,,,,4.99,,,,,4.94
Solomon Islands,11.9,,,,,10.3,,,,,11.9,,,,,10.7,,,,,10.4,,,,,10,,,,,10.1,,,,,10,,,,,11.6,,,,,11.7,,,,,10.8,,,,,10.4,,,,,10.2,,,,,10.5,,,,,10.7,,,,,10.7,,,,,10.2,,,,,9.58,,,,,9.17,,,,,8.96,,,,,8.8,,,,,8.55,,,,,8.24,,,,,7.88,,,,,7.57,,,,,7.3,,,,,7.08,,,,,6.86,,,,,6.62,,,,,6.38,,,,,6.16
Somalia,9.4,,,,,9.99,,,,,9.49,,,,,9.86,,,,,10.1,,,,,10.1,,,,,10.1,,,,,10.6,,,,,10.6,,,,,9.94,,,,,9.57,,,,,9.96,,,,,10.5,,,,,11,,,,,10.8,,,,,10.8,,,,,10.7,,,,,10.8,,,,,10.8,,,,,10.6,,,,,10.4,,,,,10.2,,,,,9.96,,,,,9.75,,,,,9.49,,,,,9.21,,,,,8.92,,,,,8.66,,,,,8.4,,,,,8.15,,,,,7.91
South Africa,9.61,,,,,9.5,,,,,9.43,,,,,9.32,,,,,10.5,,,,,10.4,,,,,10.4,,,,,10.3,,,,,10.6,,,,,10.5,,,,,10.6,,,,,10.3,,,,,9.67,,,,,9.06,,,,,8.6,,,,,8.44,,,,,8.47,,,,,8.14,,,,,7.74,,,,,7.36,,,,,7.06,,,,,6.85,,,,,6.66,,,,,6.44,,,,,6.22,,,,,6.01,,,,,5.85,,,,,5.73,,,,,5.63,,,,,5.54,,,,,5.45
South Korea,10,,,,,10.6,,,,,9.04,,,,,9.25,,,,,9.9,,,,,11.8,,,,,11.3,,,,,10.5,,,,,10.1,,,,,8.54,,,,,7.87,,,,,5.99,,,,,6.63,,,,,5.98,,,,,4.69,,,,,4.28,,,,,4.14,,,,,4.19,,,,,4.25,,,,,4.36,,,,,4.24,,,,,3.96,,,,,3.85,,,,,3.96,,,,,4.17,,,,,4.37,,,,,4.49,,,,,4.44,,,,,4.3,,,,,4.25,,,,,4.31
South Sudan,10.4,,,,,10.7,,,,,10.8,,,,,10.4,,,,,9.17,,,,,9.71,,,,,10.1,,,,,10.4,,,,,10.3,,,,,10.2,,,,,9.99,,,,,10.5,,,,,10.8,,,,,10.9,,,,,10.7,,,,,10.6,,,,,10.4,,,,,10.3,,,,,10.2,,,,,9.89,,,,,9.57,,,,,9.27,,,,,9,,,,,8.75,,,,,8.48,,,,,8.21,,,,,7.94,,,,,7.68,,,,,7.45,,,,,7.22,,,,,6.99
Spain,9.5,,,,,7.61,,,,,7.73,,,,,7.74,,,,,7.59,,,,,8.17,,,,,8.39,,,,,8.09,,,,,8.16,,,,,7.72,,,,,6.18,,,,,5.05,,,,,4.53,,,,,4.32,,,,,4.73,,,,,5.1,,,,,4.56,,,,,4.21,,,,,3.91,,,,,3.82,,,,,3.93,,,,,4.14,,,,,4.31,,,,,4.32,,,,,4.25,,,,,4.21,,,,,4.24,,,,,4.32,,,,,4.39,,,,,4.42,,,,,4.38
Sri Lanka,9.69,,,,,9.76,,,,,9.9,,,,,10.7,,,,,10.7,,,,,11.4,,,,,10.8,,,,,10.5,,,,,9.78,,,,,9.95,,,,,9.73,,,,,8.45,,,,,7.86,,,,,7.35,,,,,7.59,,,,,7.57,,,,,6.85,,,,,6.31,,,,,5.87,,,,,5.67,,,,,5.66,,,,,5.63,,,,,5.43,,,,,5.14,,,,,4.91,,,,,4.82,,,,,4.82,,,,,4.86,,,,,4.81,,,,,4.69,,,,,4.57
St. Lucia,9.24,,,,,9.31,,,,,9.53,,,,,9.67,,,,,9.48,,,,,10.7,,,,,12.1,,,,,11.6,,,,,10.7,,,,,9.41,,,,,10.3,,,,,10.5,,,,,9.57,,,,,8.83,,,,,7.22,,,,,5.91,,,,,5.69,,,,,5.51,,,,,5.27,,,,,5.03,,,,,4.75,,,,,4.5,,,,,4.37,,,,,4.36,,,,,4.4,,,,,4.42,,,,,4.4,,,,,4.39,,,,,4.41,,,,,4.47,,,,,4.54
St. Vincent and the Grenadines,8.75,,,,,9.81,,,,,8.84,,,,,9.84,,,,,10.9,,,,,11.7,,,,,12.4,,,,,12.1,,,,,11.1,,,,,10.9,,,,,10.5,,,,,9.84,,,,,9.63,,,,,8.89,,,,,7.99,,,,,7.76,,,,,7.15,,,,,6.72,,,,,6.29,,,,,5.9,,,,,5.62,,,,,5.44,,,,,5.28,,,,,5.12,,,,,4.97,,,,,4.82,,,,,4.72,,,,,4.67,,,,,4.64,,,,,4.6,,,,,4.54
Sudan,10.1,,,,,10,,,,,9.98,,,,,10.1,,,,,10.1,,,,,10.1,,,,,10.3,,,,,10.6,,,,,10.9,,,,,10.8,,,,,10.6,,,,,10.3,,,,,10.5,,,,,10.8,,,,,10.8,,,,,10.5,,,,,10.2,,,,,9.86,,,,,9.67,,,,,9.55,,,,,9.36,,,,,9.1,,,,,8.8,,,,,8.52,,,,,8.29,,,,,8.1,,,,,7.92,,,,,7.72,,,,,7.5,,,,,7.29,,,,,7.09
Suriname,10.2,,,,,8.86,,,,,8.27,,,,,9.19,,,,,10.5,,,,,11.4,,,,,13.2,,,,,11.1,,,,,10.3,,,,,8.57,,,,,9.25,,,,,9.01,,,,,9.22,,,,,8.7,,,,,8.16,,,,,7.82,,,,,7.65,,,,,7.35,,,,,7.08,,,,,6.81,,,,,6.53,,,,,6.28,,,,,6.09,,,,,5.92,,,,,5.78,,,,,5.64,,,,,5.51,,,,,5.41,,,,,5.32,,,,,5.26,,,,,5.2
Swaziland,10.1,,,,,9.91,,,,,9.89,,,,,10.5,,,,,10.5,,,,,10.4,,,,,10.4,,,,,10.5,,,,,10.6,,,,,10.8,,,,,12,,,,,12.6,,,,,12.3,,,,,11,,,,,10.1,,,,,10.1,,,,,10.1,,,,,9.87,,,,,9.31,,,,,8.74,,,,,8.3,,,,,8,,,,,7.69,,,,,7.34,,,,,6.98,,,,,6.65,,,,,6.39,,,,,6.19,,,,,6.02,,,,,5.86,,,,,5.7
Sweden,5.88,,,,,6.13,,,,,7.53,,,,,7.92,,,,,6.72,,,,,6.33,,,,,6.62,,,,,6.75,,,,,6.36,,,,,5.56,,,,,5.49,,,,,6.27,,,,,6.65,,,,,4.99,,,,,5.24,,,,,5.65,,,,,5.61,,,,,5.77,,,,,5.76,,,,,5.53,,,,,5.32,,,,,5.32,,,,,5.43,,,,,5.5,,,,,5.49,,,,,5.4,,,,,5.28,,,,,5.23,,,,,5.23,,,,,5.24,,,,,5.22
Switzerland,6.93,,,,,6.39,,,,,7.21,,,,,8.13,,,,,7.1,,,,,7.1,,,,,7.55,,,,,7.31,,,,,6.17,,,,,5.38,,,,,5.49,,,,,5.6,,,,,5.6,,,,,5.05,,,,,4.77,,,,,4.7,,,,,4.86,,,,,5.05,,,,,4.96,,,,,4.8,,,,,4.64,,,,,4.59,,,,,4.65,,,,,4.77,,,,,4.83,,,,,4.81,,,,,4.73,,,,,4.66,,,,,4.64,,,,,4.64,,,,,4.64
