country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Czech Republic,12.7,,,,,13.4,,,,,15.1,,,,,17,,,,,18.7,,,,,19.4,,,,,16.8,,,,,17.5,,,,,20.9,,,,,21,,,,,21.1,,,,,22.7,,,,,25.3,,,,,27.8,,,,,29.1,,,,,30.2,,,,,31.4,,,,,33.8,,,,,36.6,,,,,37.7,,,,,38.5,,,,,38.8,,,,,37.7,,,,,36.7,,,,,36.7,,,,,36.5,,,,,36.5,,,,,36.6,,,,,36.6,,,,,36.6,,,,,36.9
Denmark,12.5,,,,,13.5,,,,,14.7,,,,,15.7,,,,,16.9,,,,,17.7,,,,,18.1,,,,,18.5,,,,,23,,,,,22.3,,,,,22.1,,,,,23.2,,,,,25,,,,,26.3,,,,,27.6,,,,,29.2,,,,,30.8,,,,,31.4,,,,,31.6,,,,,31.1,,,,,31.1,,,,,32,,,,,32.6,,,,,33,,,,,33.5,,,,,33.7,,,,,34,,,,,34.6,,,,,35.2,,,,,35.7,,,,,36.1
Djibouti,3.6,,,,,3.88,,,,,4.05,,,,,4.1,,,,,4.12,,,,,4.14,,,,,4.01,,,,,4.18,,,,,4.56,,,,,4.83,,,,,5.11,,,,,5.57,,,,,6.15,,,,,6.61,,,,,7.34,,,,,8.33,,,,,9.41,,,,,10.6,,,,,12.3,,,,,13.9,,,,,16.3,,,,,18.3,,,,,20.2,,,,,21.7,,,,,22.9,,,,,24,,,,,25,,,,,26.1,,,,,27.2,,,,,28.2,,,,,28.9
Dominican Republic,4.04,,,,,3.85,,,,,3.74,,,,,3.74,,,,,3.84,,,,,4.05,,,,,4.36,,,,,4.79,,,,,5.95,,,,,6.77,,,,,7.56,,,,,8.14,,,,,8.93,,,,,10.1,,,,,11.6,,,,,13.4,,,,,15.2,,,,,17,,,,,18.8,,,,,20.8,,,,,22.8,,,,,24.8,,,,,26.6,,,,,28.6,,,,,30.5,,,,,32.3,,,,,33.9,,,,,35.3,,,,,36.5,,,,,37.5,,,,,38.4
Ecuador,8.17,,,,,7.54,,,,,6.93,,,,,6.49,,,,,6.08,,,,,5.88,,,,,5.71,,,,,5.67,,,,,6.62,,,,,7.04,,,,,7.66,,,,,8.5,,,,,9.23,,,,,10.5,,,,,12,,,,,13.6,,,,,15.4,,,,,17.2,,,,,19.1,,,,,21,,,,,23,,,,,25,,,,,26.9,,,,,28.5,,,,,30.1,,,,,31.7,,,,,33.2,,,,,34.5,,,,,35.7,,,,,36.7,,,,,37.7
Egypt,5.55,,,,,6.24,,,,,6.59,,,,,6.78,,,,,6.88,,,,,6.97,,,,,7,,,,,7.03,,,,,7.86,,,,,8.04,,,,,8.05,,,,,7.93,,,,,8.41,,,,,8.48,,,,,9.01,,,,,9.81,,,,,10.8,,,,,11.9,,,,,13.2,,,,,14.9,,,,,16.7,,,,,17.8,,,,,18.5,,,,,19.2,,,,,20.2,,,,,22.2,,,,,23.8,,,,,25.1,,,,,26.3,,,,,27.6,,,,,29
El Salvador,5.79,,,,,5.44,,,,,5.21,,,,,5.06,,,,,4.97,,,,,5.03,,,,,5.3,,,,,5.74,,,,,6.93,,,,,7.68,,,,,8.59,,,,,9.58,,,,,10.6,,,,,12,,,,,13.4,,,,,15,,,,,16.8,,,,,18.7,,,,,20.8,,,,,23,,,,,25.5,,,,,28.8,,,,,32.2,,,,,34.5,,,,,36.4,,,,,38,,,,,39.7,,,,,41,,,,,42,,,,,42.7,,,,,43.1
Equatorial Guinea,8.62,,,,,8.11,,,,,7.66,,,,,7.28,,,,,6.95,,,,,6.79,,,,,6.67,,,,,6.51,,,,,6.86,,,,,6.62,,,,,6.19,,,,,5.77,,,,,5.27,,,,,5.09,,,,,4.86,,,,,4.69,,,,,4.81,,,,,4.83,,,,,4.89,,,,,5.37,,,,,6.5,,,,,7.87,,,,,9.51,,,,,11.2,,,,,13,,,,,14.9,,,,,16.8,,,,,18.7,,,,,20.5,,,,,22.3,,,,,24
Eritrea,5.4,,,,,4.99,,,,,4.67,,,,,4.47,,,,,4.38,,,,,4.38,,,,,4.43,,,,,4.5,,,,,4.94,,,,,5.46,,,,,5.75,,,,,5.78,,,,,5.87,,,,,5.74,,,,,5.64,,,,,5.63,,,,,5.75,,,,,6.15,,,,,7.18,,,,,8.83,,,,,10.5,,,,,11.8,,,,,12.9,,,,,14.5,,,,,16.4,,,,,18.2,,,,,19.8,,,,,21.3,,,,,22.7,,,,,24.3,,,,,25.8
Estonia,15.4,,,,,15.5,,,,,16.5,,,,,17.4,,,,,18.2,,,,,18.5,,,,,17,,,,,17.1,,,,,21.5,,,,,23.3,,,,,25.5,,,,,26.4,,,,,28.1,,,,,30.1,,,,,31.9,,,,,33.3,,,,,34.3,,,,,35.7,,,,,36.9,,,,,38.2,,,,,40,,,,,40.2,,,,,39,,,,,38.4,,,,,39,,,,,39.2,,,,,39.4,,,,,39.4,,,,,39.3,,,,,39.3,,,,,39.6
Ethiopia,5.28,,,,,4.89,,,,,4.65,,,,,4.65,,,,,4.67,,,,,4.66,,,,,4.94,,,,,4.8,,,,,4.94,,,,,4.91,,,,,4.88,,,,,5.03,,,,,5.38,,,,,5.56,,,,,5.85,,,,,6.11,,,,,6.56,,,,,7.17,,,,,7.99,,,,,9.25,,,,,10.7,,,,,12.5,,,,,14.8,,,,,17.1,,,,,19.2,,,,,21.3,,,,,23.3,,,,,25.3,,,,,27,,,,,28.6,,,,,30.1
Fiji,2.75,,,,,2.68,,,,,2.47,,,,,3.01,,,,,3.4,,,,,3.9,,,,,4.12,,,,,4.16,,,,,4.81,,,,,5.23,,,,,6.12,,,,,7.3,,,,,8.44,,,,,10,,,,,12,,,,,14.1,,,,,15.5,,,,,16.6,,,,,18.1,,,,,19.9,,,,,21.2,,,,,22.6,,,,,23.5,,,,,24.7,,,,,26.4,,,,,28.2,,,,,29.6,,,,,30.8,,,,,31.9,,,,,33,,,,,34
Finland,10.9,,,,,11.1,,,,,12.1,,,,,13.3,,,,,15.1,,,,,16.7,,,,,17.3,,,,,18,,,,,22.2,,,,,22.4,,,,,23.1,,,,,24.3,,,,,27.3,,,,,29.5,,,,,31,,,,,32.4,,,,,33.2,,,,,33.1,,,,,33.2,,,,,33.5,,,,,33.6,,,,,34.2,,,,,34.4,,,,,34.5,,,,,35,,,,,35.5,,,,,36,,,,,36.5,,,,,36.9,,,,,37.3,,,,,37.8
France,16.7,,,,,16.9,,,,,17.1,,,,,17.6,,,,,17.9,,,,,17.8,,,,,15.9,,,,,16.6,,,,,21.8,,,,,22.8,,,,,23.1,,,,,23.1,,,,,25.3,,,,,27.2,,,,,28.9,,,,,30.6,,,,,32.2,,,,,33.5,,,,,33.9,,,,,34.3,,,,,34.4,,,,,34.3,,,,,34.4,,,,,34.7,,,,,35.2,,,,,35.7,,,,,36.1,,,,,36.5,,,,,37,,,,,37.5,,,,,38
Gabon,11.1,,,,,10.9,,,,,10.7,,,,,10.2,,,,,9.52,,,,,9.2,,,,,9.12,,,,,9,,,,,9.95,,,,,9.77,,,,,9.33,,,,,8.64,,,,,7.79,,,,,7.05,,,,,6.85,,,,,7.12,,,,,7.86,,,,,8.88,,,,,10.1,,,,,11.6,,,,,13.1,,,,,14.4,,,,,15.5,,,,,16.6,,,,,18,,,,,19.8,,,,,21.5,,,,,23,,,,,24.3,,,,,25.6,,,,,26.8
Gambia,5.09,,,,,4.67,,,,,4.16,,,,,4.27,,,,,4.49,,,,,4.55,,,,,4.6,,,,,4.11,,,,,3.94,,,,,3.96,,,,,3.82,,,,,3.78,,,,,3.49,,,,,3.61,,,,,3.89,,,,,4.3,,,,,4.81,,,,,5.18,,,,,5.81,,,,,6.42,,,,,7.01,,,,,7.7,,,,,8.59,,,,,9.7,,,,,11,,,,,12.4,,,,,13.9,,,,,15.4,,,,,16.9,,,,,18.3,,,,,19.8
Georgia,14.1,,,,,12.4,,,,,11.1,,,,,11,,,,,11.6,,,,,13.2,,,,,13.5,,,,,13.8,,,,,17.9,,,,,18.7,,,,,20.7,,,,,20.6,,,,,21.5,,,,,23.5,,,,,25.2,,,,,27.3,,,,,28.7,,,,,30,,,,,31.4,,,,,32.5,,,,,33.8,,,,,34.7,,,,,34.3,,,,,33.3,,,,,33.5,,,,,34.7,,,,,35.4,,,,,35.8,,,,,36,,,,,36.4,,,,,37
Germany,14.1,,,,,15.6,,,,,17.2,,,,,18.9,,,,,20.3,,,,,21.4,,,,,20,,,,,20.2,,,,,24.8,,,,,24.6,,,,,26.6,,,,,27.7,,,,,28.6,,,,,29.7,,,,,31.4,,,,,34,,,,,36.5,,,,,37.2,,,,,37.6,,,,,38.3,,,,,39.2,,,,,39.5,,,,,39.3,,,,,39,,,,,38.7,,,,,38.7,,,,,38.9,,,,,39.2,,,,,39.4,,,,,39.7,,,,,39.9
Ghana,4.23,,,,,4.17,,,,,4.22,,,,,4.28,,,,,4.33,,,,,4.39,,,,,4.44,,,,,4.51,,,,,4.84,,,,,4.98,,,,,5.07,,,,,5.59,,,,,5.88,,,,,5.66,,,,,5.93,,,,,6.4,,,,,7.12,,,,,7.94,,,,,8.9,,,,,9.92,,,,,10.8,,,,,11.6,,,,,12.5,,,,,13.3,,,,,14.4,,,,,15.7,,,,,17,,,,,18.2,,,,,19.4,,,,,20.5,,,,,21.7
Greece,9.42,,,,,9.98,,,,,10.7,,,,,11.9,,,,,14.6,,,,,15.7,,,,,15.9,,,,,15.8,,,,,20.9,,,,,22.6,,,,,24,,,,,24.3,,,,,25.9,,,,,27.9,,,,,30.1,,,,,32.4,,,,,35.4,,,,,38.3,,,,,41,,,,,43,,,,,43.5,,,,,43.5,,,,,43.5,,,,,43.5,,,,,43.9,,,,,43.7,,,,,43.2,,,,,42.7,,,,,42.3,,,,,42.2,,,,,42.3
Grenada,7.93,,,,,7.83,,,,,7.91,,,,,7.95,,,,,8.3,,,,,9.11,,,,,9.62,,,,,8.08,,,,,12.9,,,,,12.1,,,,,12.1,,,,,11.7,,,,,11.2,,,,,11.5,,,,,12.7,,,,,14.9,,,,,15.7,,,,,16.8,,,,,18.8,,,,,22.1,,,,,26.7,,,,,29.9,,,,,32,,,,,33.2,,,,,34.8,,,,,36.7,,,,,38.5,,,,,39.6,,,,,40.3,,,,,40.7,,,,,41.2
Guatemala,4.09,,,,,4.12,,,,,4.24,,,,,4.38,,,,,4.35,,,,,4.4,,,,,4.46,,,,,4.68,,,,,5.52,,,,,5.81,,,,,6.01,,,,,6.17,,,,,6.47,,,,,7.19,,,,,7.94,,,,,8.71,,,,,9.69,,,,,11,,,,,12.7,,,,,14.8,,,,,16.9,,,,,19.3,,,,,21.8,,,,,24.3,,,,,26.2,,,,,28,,,,,29.8,,,,,31.4,,,,,32.8,,,,,34.1,,,,,35.2
Guinea,6.98,,,,,5.94,,,,,5.43,,,,,5.29,,,,,5.34,,,,,5.5,,,,,5.62,,,,,5.69,,,,,6.02,,,,,6,,,,,5.78,,,,,5.43,,,,,5.23,,,,,5.4,,,,,5.57,,,,,5.74,,,,,5.89,,,,,6.15,,,,,6.6,,,,,7.24,,,,,8.04,,,,,8.99,,,,,10.1,,,,,11.3,,,,,12.6,,,,,14,,,,,15.5,,,,,16.9,,,,,18.4,,,,,19.9,,,,,21.3
Guinea-Bissau,5.76,,,,,5.28,,,,,5.28,,,,,5.33,,,,,5.86,,,,,6.4,,,,,5.81,,,,,5.46,,,,,5.42,,,,,5.12,,,,,4.99,,,,,4.95,,,,,5.02,,,,,5.39,,,,,5.45,,,,,5.52,,,,,5.67,,,,,6.12,,,,,6.78,,,,,7.76,,,,,8.8,,,,,9.8,,,,,10.6,,,,,11.5,,,,,12.6,,,,,13.9,,,,,15.2,,,,,16.5,,,,,17.8,,,,,19,,,,,20.3
Guyana,6.37,,,,,5.89,,,,,5.39,,,,,5.25,,,,,5.11,,,,,5.07,,,,,5.06,,,,,4.71,,,,,5.95,,,,,6,,,,,6.28,,,,,6.36,,,,,7.73,,,,,8.76,,,,,10.1,,,,,11.7,,,,,13.2,,,,,14.7,,,,,16.1,,,,,17,,,,,17,,,,,19.2,,,,,21.6,,,,,23.4,,,,,24.6,,,,,26.1,,,,,27.6,,,,,28.9,,,,,30.2,,,,,31.2,,,,,32.2
Haiti,5.49,,,,,5.12,,,,,5.23,,,,,5.6,,,,,5.93,,,,,6.14,,,,,6.19,,,,,6,,,,,6.43,,,,,6.52,,,,,6.73,,,,,6.91,,,,,7.05,,,,,7.64,,,,,8.25,,,,,9.09,,,,,9.97,,,,,10.8,,,,,12.2,,,,,14.2,,,,,16.2,,,,,18.1,,,,,19.9,,,,,21.5,,,,,23.1,,,,,24.5,,,,,25.9,,,,,27.2,,,,,28.4,,,,,29.4,,,,,30.4
Honduras,5.59,,,,,5.17,,,,,5.11,,,,,5,,,,,4.85,,,,,4.83,,,,,4.6,,,,,4.68,,,,,5.38,,,,,5.54,,,,,5.69,,,,,5.85,,,,,6.28,,,,,7.14,,,,,8.18,,,,,9.4,,,,,10.9,,,,,12.7,,,,,14.8,,,,,17.2,,,,,19.8,,,,,22.6,,,,,25.4,,,,,28,,,,,30.1,,,,,31.6,,,,,33.1,,,,,34.4,,,,,35.5,,,,,36.4,,,,,37.1
Hungary,11.8,,,,,12.6,,,,,14,,,,,15.6,,,,,17.1,,,,,18.6,,,,,16.7,,,,,18.1,,,,,21.9,,,,,22.8,,,,,23.7,,,,,25,,,,,25.8,,,,,28.9,,,,,30.7,,,,,31.1,,,,,32.1,,,,,34.2,,,,,36.6,,,,,37.4,,,,,38,,,,,39.1,,,,,39,,,,,38.6,,,,,38.4,,,,,38,,,,,37.8,,,,,37.8,,,,,37.9,,,,,38,,,,,38.1
Iceland,10.1,,,,,10.7,,,,,10.9,,,,,11.1,,,,,11.4,,,,,11.6,,,,,12,,,,,12.4,,,,,15.9,,,,,16.3,,,,,16.3,,,,,17,,,,,17.9,,,,,19.9,,,,,22.3,,,,,24.7,,,,,26.4,,,,,27.8,,,,,29.1,,,,,30.4,,,,,31.5,,,,,33,,,,,33.7,,,,,34.4,,,,,35.5,,,,,36.4,,,,,37.2,,,,,37.8,,,,,38.4,,,,,38.8,,,,,39.3
India,5.18,,,,,4.9,,,,,5.05,,,,,5.09,,,,,5.23,,,,,5.4,,,,,5.54,,,,,5.67,,,,,6.33,,,,,6.79,,,,,7.37,,,,,7.82,,,,,8.39,,,,,9.52,,,,,10.7,,,,,12,,,,,13.4,,,,,14.8,,,,,16.5,,,,,18.5,,,,,20.5,,,,,22.5,,,,,24.4,,,,,26.2,,,,,27.9,,,,,29.1,,,,,30.2,,,,,31.3,,,,,32.3,,,,,33.2,,,,,33.9
Indonesia,6,,,,,5.81,,,,,5.45,,,,,5.36,,,,,5.45,,,,,5.55,,,,,5.56,,,,,5.63,,,,,6.52,,,,,7.17,,,,,8.07,,,,,8.04,,,,,8.02,,,,,8.67,,,,,10.1,,,,,11.9,,,,,14,,,,,16,,,,,17.9,,,,,19.7,,,,,21.1,,,,,22.4,,,,,23.5,,,,,24.7,,,,,25.9,,,,,27.3,,,,,28.5,,,,,29.4,,,,,30.3,,,,,31.1,,,,,31.8
Iran,7.42,,,,,6.51,,,,,5.91,,,,,5.47,,,,,5.15,,,,,4.77,,,,,4.59,,,,,4.81,,,,,5.31,,,,,5.78,,,,,6.16,,,,,6.63,,,,,6.99,,,,,8.07,,,,,9.96,,,,,12.2,,,,,14.5,,,,,17.1,,,,,21.4,,,,,27.8,,,,,33.6,,,,,36.4,,,,,37.1,,,,,37.4,,,,,38.5,,,,,39.9,,,,,40.6,,,,,40.5,,,,,40,,,,,39.7,,,,,39.9
Iraq,4.45,,,,,5.03,,,,,5.87,,,,,6.58,,,,,6.72,,,,,6.47,,,,,6.07,,,,,5.59,,,,,5.9,,,,,5.7,,,,,5.57,,,,,5.45,,,,,5.17,,,,,5.51,,,,,5.58,,,,,5.91,,,,,6.76,,,,,7.66,,,,,8.54,,,,,9.32,,,,,10.1,,,,,10.9,,,,,11.7,,,,,12.6,,,,,13.5,,,,,14.7,,,,,15.8,,,,,16.9,,,,,18.1,,,,,19.3,,,,,20.5
Ireland,13.9,,,,,13.6,,,,,14,,,,,14,,,,,13.9,,,,,14,,,,,13.5,,,,,13.5,,,,,16.1,,,,,15.9,,,,,15.9,,,,,16,,,,,17,,,,,19.3,,,,,21.1,,,,,23.3,,,,,25.3,,,,,27.8,,,,,30.2,,,,,32,,,,,32.4,,,,,32,,,,,31.8,,,,,32.2,,,,,33.2,,,,,34,,,,,34.5,,,,,34.9,,,,,35.3,,,,,35.9,,,,,36.6
Israel,6.42,,,,,6.5,,,,,7.25,,,,,8.43,,,,,9.59,,,,,11,,,,,11.2,,,,,11.4,,,,,13.3,,,,,14.6,,,,,14.7,,,,,14.7,,,,,16.3,,,,,17.3,,,,,18,,,,,18.6,,,,,19.2,,,,,20.3,,,,,21.3,,,,,22.1,,,,,22.7,,,,,23.2,,,,,23.9,,,,,24.8,,,,,26,,,,,27.5,,,,,28.8,,,,,30,,,,,31.1,,,,,32.3,,,,,33.5
Italy,11.7,,,,,12.7,,,,,13.7,,,,,14.6,,,,,15.8,,,,,17,,,,,16.5,,,,,17.8,,,,,23.1,,,,,24.9,,,,,26.8,,,,,27.6,,,,,29.3,,,,,31,,,,,33,,,,,35.9,,,,,38.8,,,,,41.3,,,,,42.5,,,,,42.7,,,,,42.4,,,,,41.9,,,,,41.2,,,,,40.7,,,,,40.5,,,,,40.3,,,,,40.2,,,,,40.2,,,,,40.4,,,,,40.7,,,,,41
Jamaica,6.25,,,,,6.43,,,,,6.66,,,,,7.7,,,,,7.99,,,,,7.97,,,,,8.05,,,,,8.26,,,,,10.8,,,,,10.5,,,,,11,,,,,11.4,,,,,12.2,,,,,13.5,,,,,15.4,,,,,17.6,,,,,19.9,,,,,22.3,,,,,25,,,,,28,,,,,31.3,,,,,34.7,,,,,37.8,,,,,39.6,,,,,40.9,,,,,41.5,,,,,43.3,,,,,44.7,,,,,45.7,,,,,46.3,,,,,46.8
Japan,7.82,,,,,7.97,,,,,8.44,,,,,9.23,,,,,10.2,,,,,11.5,,,,,12.8,,,,,14.5,,,,,19.6,,,,,22.6,,,,,25.6,,,,,29,,,,,33.1,,,,,35.6,,,,,36.9,,,,,38.3,,,,,40.1,,,,,42.7,,,,,44.2,,,,,44.9,,,,,45.2,,,,,45.2,,,,,45.1,,,,,44.8,,,,,44.4,,,,,43.9,,,,,43.6,,,,,43.4,,,,,43.3,,,,,43.4,,,,,43.5
Jordan,6.67,,,,,6.52,,,,,5.92,,,,,5.07,,,,,4.7,,,,,4.44,,,,,4.42,,,,,4.69,,,,,5.02,,,,,4.86,,,,,5.02,,,,,5.41,,,,,5.7,,,,,5.81,,,,,6.43,,,,,7.63,,,,,9.17,,,,,10.9,,,,,12.6,,,,,14.4,,,,,16.1,,,,,17.6,,,,,19.1,,,,,20.7,,,,,22.5,,,,,24.4,,,,,26.1,,,,,27.7,,,,,29.1,,,,,30.5,,,,,31.9
Kazakhstan,9.32,,,,,8.54,,,,,8.1,,,,,8.58,,,,,9.09,,,,,9.74,,,,,9.4,,,,,9.42,,,,,12.3,,,,,12.4,,,,,13.5,,,,,12.3,,,,,11.9,,,,,12.9,,,,,14.2,,,,,16.3,,,,,17.5,,,,,18.7,,,,,19.7,,,,,20.7,,,,,22.9,,,,,24,,,,,23.6,,,,,23.1,,,,,24.3,,,,,26.5,,,,,28.1,,,,,29.1,,,,,29.9,,,,,30.6,,,,,31.5
Kenya,6.8,,,,,6.33,,,,,6.02,,,,,5.64,,,,,5.15,,,,,4.64,,,,,4.22,,,,,3.93,,,,,4.26,,,,,4.3,,,,,4.2,,,,,4.01,,,,,4.12,,,,,4.5,,,,,4.95,,,,,5.48,,,,,6.14,,,,,7.09,,,,,8.36,,,,,9.85,,,,,11.3,,,,,12.6,,,,,14.1,,,,,15.7,,,,,17.4,,,,,19,,,,,20.5,,,,,22,,,,,23.6,,,,,25.1,,,,,26.5
Kiribati,6.18,,,,,6.2,,,,,5.95,,,,,5.55,,,,,5.36,,,,,5.29,,,,,5.27,,,,,6.06,,,,,6.33,,,,,6.05,,,,,6.08,,,,,6.27,,,,,6.31,,,,,6.93,,,,,7.81,,,,,9.08,,,,,10.4,,,,,10.9,,,,,11.5,,,,,12.4,,,,,13.5,,,,,14.3,,,,,15.4,,,,,15.6,,,,,16.8,,,,,18.1,,,,,19.4,,,,,20.6,,,,,21.6,,,,,22.4,,,,,23.4
Kuwait,5.2,,,,,4.84,,,,,4.47,,,,,3.15,,,,,3.14,,,,,2.87,,,,,2.42,,,,,2.16,,,,,2.11,,,,,2.41,,,,,3.02,,,,,3.62,,,,,3.38,,,,,3.54,,,,,5.26,,,,,7.68,,,,,11.6,,,,,15.6,,,,,18.5,,,,,21.1,,,,,22.5,,,,,22.9,,,,,23.9,,,,,24.3,,,,,25.1,,,,,26.2,,,,,27.5,,,,,28.3,,,,,28.8,,,,,29.4,,,,,30
Kyrgyz Republic,11.2,,,,,10.2,,,,,9.44,,,,,9.66,,,,,9.52,,,,,9.24,,,,,8.56,,,,,8.43,,,,,10.3,,,,,9.6,,,,,9.71,,,,,8.17,,,,,7.54,,,,,8.3,,,,,9.75,,,,,11.9,,,,,13.5,,,,,14.7,,,,,15.6,,,,,16.8,,,,,19.4,,,,,21,,,,,21.7,,,,,21.8,,,,,22.8,,,,,25.1,,,,,26.9,,,,,28.1,,,,,29.1,,,,,30.1,,,,,31.3
Lao,3.48,,,,,4.18,,,,,4.64,,,,,5.08,,,,,5.34,,,,,5.52,,,,,5.95,,,,,5.94,,,,,6.21,,,,,5.98,,,,,5.96,,,,,5.98,,,,,6.18,,,,,6.69,,,,,7.33,,,,,8.26,,,,,9.43,,,,,10.9,,,,,12.7,,,,,14.9,,,,,17.5,,,,,20.4,,,,,22.9,,,,,25,,,,,27.2,,,,,29.2,,,,,31.1,,,,,32.6,,,,,33.9,,,,,35,,,,,35.9
Latvia,14.6,,,,,15,,,,,15.6,,,,,16.9,,,,,18,,,,,18.5,,,,,16.9,,,,,17.3,,,,,21.9,,,,,23.5,,,,,25.7,,,,,27.1,,,,,28.5,,,,,30.5,,,,,32.7,,,,,34.7,,,,,35.6,,,,,36.9,,,,,37.6,,,,,38.5,,,,,39.8,,,,,39.9,,,,,37.9,,,,,36.7,,,,,37,,,,,37.2,,,,,37.3,,,,,37.3,,,,,37.1,,,,,37,,,,,37.2
Lebanon,9.73,,,,,8.92,,,,,7.88,,,,,7.32,,,,,7.01,,,,,6.96,,,,,6.8,,,,,7.11,,,,,9.16,,,,,9.67,,,,,10.7,,,,,10.7,,,,,11.8,,,,,11.6,,,,,13.2,,,,,15.6,,,,,17.9,,,,,20,,,,,22.7,,,,,26.9,,,,,31.8,,,,,36.3,,,,,39.5,,,,,41.3,,,,,41.4,,,,,41.2,,,,,40.9,,,,,41.2,,,,,41.7,,,,,41.8,,,,,41.6
Lesotho,7.75,,,,,7.44,,,,,7.08,,,,,6.69,,,,,6.51,,,,,6.35,,,,,6.28,,,,,6.32,,,,,7.12,,,,,7.55,,,,,7.56,,,,,7.23,,,,,7.51,,,,,7.86,,,,,8.01,,,,,7.87,,,,,7.59,,,,,7.34,,,,,7.67,,,,,8.84,,,,,10.5,,,,,12.3,,,,,14.2,,,,,15.8,,,,,17.4,,,,,19.3,,,,,21.3,,,,,23,,,,,24.6,,,,,26,,,,,27.3
Liberia,4.75,,,,,4.31,,,,,4.14,,,,,4.06,,,,,4.07,,,,,4.18,,,,,4.38,,,,,4.64,,,,,5.08,,,,,5.22,,,,,5.33,,,,,5.21,,,,,5.09,,,,,5.22,,,,,5.45,,,,,5.75,,,,,6.13,,,,,6.65,,,,,7.3,,,,,8.06,,,,,8.8,,,,,9.56,,,,,10.6,,,,,11.9,,,,,13.2,,,,,14.5,,,,,15.9,,,,,17.3,,,,,18.7,,,,,20.1,,,,,21.5
Libya,6.7,,,,,5.94,,,,,5.21,,,,,4.85,,,,,4.53,,,,,4.38,,,,,4.39,,,,,4.61,,,,,5.22,,,,,5.59,,,,,5.95,,,,,6.17,,,,,6.36,,,,,6.91,,,,,7.68,,,,,9.22,,,,,11.8,,,,,15.2,,,,,18.8,,,,,22,,,,,24.6,,,,,26.3,,,,,27.5,,,,,28.5,,,,,29.9,,,,,31.5,,,,,32.8,,,,,33.6,,,,,34.2,,,,,34.5,,,,,34.9
Lithuania,13.3,,,,,12.5,,,,,12.3,,,,,13.6,,,,,14.6,,,,,15.1,,,,,14.3,,,,,14.9,,,,,19.4,,,,,21,,,,,23,,,,,25.3,,,,,26.9,,,,,29.3,,,,,31.3,,,,,33.4,,,,,34.8,,,,,36.1,,,,,36.5,,,,,36.7,,,,,37.2,,,,,38,,,,,37.8,,,,,36.7,,,,,36,,,,,36,,,,,36.2,,,,,36.5,,,,,36.6,,,,,36.5,,,,,36.5
Luxembourg,13.5,,,,,14.6,,,,,15.8,,,,,17.1,,,,,18.3,,,,,18.6,,,,,17.6,,,,,17.9,,,,,22.3,,,,,22,,,,,21.6,,,,,21.4,,,,,20.9,,,,,20.8,,,,,21.9,,,,,23.6,,,,,25.5,,,,,27,,,,,28,,,,,29.3,,,,,30,,,,,30.4,,,,,30.9,,,,,31.1,,,,,31.4,,,,,31.7,,,,,32.3,,,,,33,,,,,33.7,,,,,34.4,,,,,35.1
Madagascar,5.72,,,,,5.74,,,,,5.75,,,,,5.81,,,,,5.81,,,,,5.15,,,,,4.44,,,,,4.19,,,,,4.56,,,,,4.67,,,,,4.64,,,,,4.58,,,,,4.61,,,,,4.96,,,,,5.36,,,,,5.79,,,,,6.28,,,,,6.88,,,,,7.56,,,,,8.29,,,,,9.13,,,,,10.2,,,,,11.5,,,,,12.8,,,,,14,,,,,15.2,,,,,16.5,,,,,17.8,,,,,19.2,,,,,20.5,,,,,21.8
Malawi,4.95,,,,,4.71,,,,,4.51,,,,,4.43,,,,,4.17,,,,,4.24,,,,,4.46,,,,,4.45,,,,,4.6,,,,,4.86,,,,,4.75,,,,,4.81,,,,,4.96,,,,,4.92,,,,,4.93,,,,,4.99,,,,,5.17,,,,,5.55,,,,,6.22,,,,,7.12,,,,,8.39,,,,,9.78,,,,,11.2,,,,,12.7,,,,,14.3,,,,,15.8,,,,,17.2,,,,,18.7,,,,,20.2,,,,,21.7,,,,,23.1
Malaysia,6.54,,,,,5.21,,,,,4.57,,,,,4.29,,,,,4.83,,,,,4.95,,,,,5.19,,,,,5.41,,,,,5.99,,,,,6.13,,,,,6.52,,,,,7.39,,,,,8.23,,,,,9.59,,,,,11.2,,,,,12.8,,,,,14.6,,,,,16.3,,,,,18.1,,,,,20.8,,,,,23.9,,,,,26.9,,,,,29.2,,,,,30.7,,,,,31.7,,,,,32.5,,,,,33.5,,,,,34.6,,,,,35.4,,,,,36,,,,,36.4
